USERID,VERTEX,TIME,minute
619,45,2012-04-03 23:26:32+00:00,326
800,45,2012-04-03 23:27:13+00:00,327
312,45,2012-04-03 23:27:32+00:00,327
474,12,2012-04-03 23:27:41+00:00,327
943,37,2012-04-03 23:27:42+00:00,327
1047,37,2012-04-03 23:27:55+00:00,327
957,48,2012-04-03 23:28:05+00:00,328
226,47,2012-04-03 23:28:16+00:00,328
645,43,2012-04-03 23:28:52+00:00,328
669,35,2012-04-03 23:29:21+00:00,329
936,26,2012-04-03 23:29:52+00:00,329
623,35,2012-04-03 23:30:23+00:00,330
721,28,2012-04-03 23:30:24+00:00,330
673,34,2012-04-03 23:30:25+00:00,330
354,36,2012-04-03 23:30:30+00:00,330
291,40,2012-04-03 23:30:54+00:00,330
370,40,2012-04-03 23:31:29+00:00,331
529,65,2012-04-03 23:32:03+00:00,332
528,36,2012-04-03 23:32:19+00:00,332
733,42,2012-04-03 23:33:16+00:00,333
387,61,2012-04-03 23:33:35+00:00,333
470,30,2012-04-03 23:36:34+00:00,336
218,41,2012-04-03 23:36:55+00:00,336
756,41,2012-04-03 23:36:59+00:00,336
271,67,2012-04-03 23:37:09+00:00,337
528,37,2012-04-03 23:37:20+00:00,337
418,45,2012-04-03 23:37:52+00:00,337
335,68,2012-04-03 23:38:35+00:00,338
348,38,2012-04-03 23:39:12+00:00,339
152,39,2012-04-03 23:39:16+00:00,339
673,32,2012-04-03 23:39:21+00:00,339
480,35,2012-04-03 23:40:30+00:00,340
772,45,2012-04-03 23:40:35+00:00,340
964,43,2012-04-03 23:41:35+00:00,341
444,47,2012-04-03 23:42:19+00:00,342
621,53,2012-04-03 23:42:46+00:00,342
943,39,2012-04-03 23:43:28+00:00,343
235,47,2012-04-03 23:43:40+00:00,343
572,51,2012-04-03 23:44:06+00:00,344
445,32,2012-04-03 23:44:42+00:00,344
539,47,2012-04-03 23:44:45+00:00,344
802,52,2012-04-03 23:45:10+00:00,345
354,37,2012-04-03 23:45:16+00:00,345
1082,45,2012-04-03 23:45:50+00:00,345
621,55,2012-04-03 23:46:07+00:00,346
470,17,2012-04-03 23:46:46+00:00,346
623,37,2012-04-03 23:47:10+00:00,347
470,29,2012-04-03 23:47:16+00:00,347
733,42,2012-04-03 23:47:47+00:00,347
470,34,2012-04-03 23:47:49+00:00,347
470,31,2012-04-03 23:48:15+00:00,348
287,41,2012-04-03 23:48:24+00:00,348
682,43,2012-04-03 23:48:26+00:00,348
287,41,2012-04-03 23:48:33+00:00,348
108,45,2012-04-03 23:48:43+00:00,348
470,29,2012-04-03 23:48:51+00:00,348
861,64,2012-04-03 23:48:58+00:00,348
3,40,2012-04-03 23:49:40+00:00,349
297,48,2012-04-03 23:49:53+00:00,349
194,9,2012-04-03 23:50:08+00:00,350
354,36,2012-04-03 23:50:16+00:00,350
354,36,2012-04-03 23:50:28+00:00,350
1013,38,2012-04-03 23:50:37+00:00,350
894,34,2012-04-03 23:50:38+00:00,350
74,50,2012-04-03 23:50:48+00:00,350
74,50,2012-04-03 23:50:48+00:00,350
338,41,2012-04-03 23:51:01+00:00,351
335,70,2012-04-03 23:51:07+00:00,351
185,94,2012-04-03 23:51:20+00:00,351
470,35,2012-04-03 23:51:33+00:00,351
21,48,2012-04-03 23:51:37+00:00,351
354,35,2012-04-03 23:51:59+00:00,351
470,11,2012-04-03 23:52:01+00:00,352
470,24,2012-04-03 23:52:25+00:00,352
917,38,2012-04-03 23:52:45+00:00,352
882,46,2012-04-03 23:54:00+00:00,354
809,40,2012-04-03 23:54:07+00:00,354
882,45,2012-04-03 23:54:12+00:00,354
882,46,2012-04-03 23:54:31+00:00,354
599,37,2012-04-03 23:54:51+00:00,354
121,43,2012-04-03 23:55:24+00:00,355
121,43,2012-04-03 23:55:44+00:00,355
990,47,2012-04-03 23:56:03+00:00,356
1082,44,2012-04-03 23:56:07+00:00,356
158,47,2012-04-03 23:56:17+00:00,356
293,40,2012-04-03 23:56:43+00:00,356
882,54,2012-04-03 23:56:50+00:00,356
882,53,2012-04-03 23:57:15+00:00,357
882,50,2012-04-03 23:57:40+00:00,357
882,58,2012-04-03 23:58:00+00:00,358
170,43,2012-04-03 23:58:23+00:00,358
1066,43,2012-04-03 23:59:17+00:00,359
691,49,2012-04-03 23:59:18+00:00,359
520,53,2012-04-03 23:59:38+00:00,359
